title,score,scored_by,rank,popularity,members,favorites,episodes,type,source,status,year,season,rating,duration,genres,themes,demographics,studios,producers,licensors
That Time I Got Reincarnated as a Slime,8.13,1002145,554.0,78,1659342,33202,24.0,TV,Manga,Finished Airing,2018.0,fall,PG-13 - Teens 13 or older,23 min per ep,"Action, Comedy, Fantasy","Isekai, Reincarnation",Shounen,8bit,"Lantis, Kodansha, BS11, Bandai Namco Arts, Micro Magazine Publishing",Funimation
Fullmetal Alchemist,8.12,935337,556.0,89,1564298,27008,51.0,TV,Manga,Finished Airing,2003.0,fall,R - 17+ (violence & profanity),24 min per ep,"Action, Adventure, Award Winning, Drama, Fantasy",Military,Shounen,Bones,"Aniplex, Dentsu, Square Enix, Mainichi Broadcasting System","Funimation, Aniplex of America"
Working!!! Lord of the Takanashi,8.13,61236,556.0,2272,109022,221,1.0,Special,4-koma manga,Finished Airing,,,PG-13 - Teens 13 or older,49 min,"Comedy, Romance","Love Status Quo, Workplace",Seinen,A-1 Pictures,,Aniplex of America
Gintama: Jump Festa 2014 Special,8.12,20076,558.0,3827,45870,73,1.0,Special,Manga,Finished Airing,,,PG-13 - Teens 13 or older,24 min,"Action, Comedy, Sci-Fi","Gag Humor, Historical, Parody, Samurai",Shounen,Sunrise,,
Haikyu!! the Movie: The End and the Beginning,8.12,51091,559.0,2042,126638,158,1.0,Movie,Manga,Finished Airing,,,PG-13 - Teens 13 or older,1 hr 29 min,Sports,"School, Team Sports",Shounen,Production I.G,TOHO animation,
Haikyuu!! the Movie: The Winner and the Loser,8.12,44227,560.0,2214,113459,106,1.0,Movie,Manga,Finished Airing,,,PG-13 - Teens 13 or older,1 hr 28 min,Sports,"School, Team Sports",Shounen,Production I.G,,
Horimiya: The Missing Pieces,8.12,214100,560.0,568,469141,3131,13.0,TV,Manga,Finished Airing,2023.0,summer,PG-13 - Teens 13 or older,23 min per ep,Romance,School,Shounen,CloverWorks,"Aniplex, Square Enix, Mainichi Broadcasting System, Movic, Kanetsu Investment, Global Solutions, Mirai-Kojo",Crunchyroll
Reborn!,8.12,270570,561.0,430,588890,16386,203.0,TV,Manga,Finished Airing,2006.0,fall,PG-13 - Teens 13 or older,24 min per ep,"Action, Comedy","Organized Crime, Super Power",Shounen,Artland,"TV Tokyo, Dentsu, Marvelous Entertainment, Pony Canyon, d-rights","VIZ Media, Discotek Media"
Nisemonogatari,8.12,455615,563.0,300,777471,3961,11.0,TV,Light novel,Finished Airing,2012.0,winter,R - 17+ (violence & profanity),25 min per ep,"Comedy, Mystery, Supernatural, Ecchi",,,Shaft,"Aniplex, Kodansha, Rakuonsha",Aniplex of America
Case Closed Movie 05: Countdown to Heaven,8.12,41404,563.0,2996,70558,73,1.0,Movie,Manga,Finished Airing,,,PG-13 - Teens 13 or older,1 hr 40 min,"Adventure, Comedy, Mystery",Detective,Shounen,TMS Entertainment,"Yomiuri Telecasting, TOHO, Universal Music Japan, Shogakukan, Audio Planning U, Shogakukan Productions",Funimation
Moribito - Guardian of the Spirit,8.12,80677,565.0,1206,236762,2911,26.0,TV,Novel,Finished Airing,2007.0,spring,PG-13 - Teens 13 or older,25 min per ep,"Action, Adventure, Fantasy",,,Production I.G,"Dentsu, NHK Enterprises, Geneon Entertainment, Fonishia","VIZ Media, Media Blasters, Sentai Filmworks, Geneon Entertainment USA"
Yona of the Dawn OVA,8.11,76146,567.0,1816,147129,421,3.0,OVA,Manga,Finished Airing,,,PG-13 - Teens 13 or older,23 min per ep,"Adventure, Fantasy",,Shoujo,Studio Pierrot,"Hakusensha, Age Global Networks",
The Duke of Death and His Maid Season 3,8.12,28176,567.0,2950,72465,303,12.0,TV,Web manga,Finished Airing,2024.0,spring,PG-13 - Teens 13 or older,23 min per ep,"Comedy, Fantasy, Romance",Love Status Quo,,J.C.Staff,"Shogakukan-Shueisha Productions, Shogakukan Music & Digital Entertainment, NBCUniversal Entertainment Japan, BS11, Shogakukan, Yomiuri TV Enterprise, Bandai Spirits",
My Hero Academia: More,8.11,32286,568.0,3109,65968,101,1.0,TV Special,Manga,Finished Airing,,,PG-13 - Teens 13 or older,23 min,Action,"School, Super Power",Shounen,Bones Film,Bones,
Ace of Diamond,8.11,124852,569.0,1057,268679,5001,75.0,TV,Manga,Finished Airing,2013.0,fall,PG-13 - Teens 13 or older,24 min per ep,Sports,"School, Team Sports",Shounen,"Production I.G, Madhouse","TV Tokyo, Sotsu, Pony Canyon, Kodansha, AT-X, DAX Production",
Dr. Stone: Ryusui,8.11,228739,570.0,696,395366,968,1.0,TV Special,Manga,Finished Airing,,,PG-13 - Teens 13 or older,54 min,"Adventure, Comedy",,Shounen,TMS Entertainment,"TOHO animation, Shueisha",Crunchyroll
Fire Force Season 3 Part 2,8.11,79743,570.0,1369,206431,755,13.0,TV,Manga,Finished Airing,2026.0,winter,PG-13 - Teens 13 or older,24 min per ep,"Action, Fantasy, Sci-Fi",Urban Fantasy,Shounen,David Production,"Mainichi Broadcasting System, Kodansha, Magic Capsule, Crunchyroll, DMM.com, ADK Marketing Solutions, Sankyo",
To Your Eternity Season 2,8.11,139395,572.0,818,344018,1776,20.0,TV,Manga,Finished Airing,2022.0,fall,R - 17+ (violence & profanity),25 min per ep,"Adventure, Drama, Supernatural",,Shounen,Drive,"NHK, NHK Enterprises",
Gankutsuou: The Count of Monte Cristo,8.11,79170,572.0,1048,272000,4080,24.0,TV,Novel,Finished Airing,2004.0,fall,R - 17+ (violence & profanity),24 min per ep,"Award Winning, Drama, Mystery, Sci-Fi, Supernatural, Suspense",,,Gonzo,"GDH, TV Asahi, Media Factory, Sotsu Music Publishing, Future Vision Music","Funimation, Geneon Entertainment USA"
given The Movie,8.11,144458,574.0,1071,265927,1715,1.0,Movie,Manga,Finished Airing,,,PG-13 - Teens 13 or older,59 min,"Boys Love, Drama",Music,,Lerche,"Aniplex, Dentsu, Movic, Fuji TV, Shinshokan, Blue Lynx",Crunchyroll
Hinamatsuri,8.11,270239,575.0,458,557587,4701,12.0,TV,Manga,Finished Airing,2018.0,spring,PG-13 - Teens 13 or older,23 min per ep,Comedy,"Childcare, Organized Crime, Super Power",Seinen,feel.,"AT-X, Magic Capsule, Nippon Columbia, Kadokawa Media House, NTT Plala, Kadokawa, Akatsuki",Funimation
Initial D Fifth Stage,8.11,90540,576.0,1598,174064,831,14.0,TV,Manga,Finished Airing,2012.0,fall,PG-13 - Teens 13 or older,27 min per ep,"Action, Drama",Racing,Seinen,SynergySP,"Avex Entertainment, Animax",
JoJo's Bizarre Adventure: Stardust Crusaders,8.11,977449,577.0,110,1383371,24430,24.0,TV,Manga,Finished Airing,2014.0,spring,R - 17+ (violence & profanity),24 min per ep,"Action, Adventure",Super Power,Shounen,David Production,"Yomiko Advertising, Warner Bros. Japan, KlockWorx, Medicos Entertainment, Shueisha",VIZ Media
Princess Jellyfish,8.11,120562,578.0,1069,266269,5302,11.0,TV,Manga,Finished Airing,2010.0,fall,PG-13 - Teens 13 or older,22 min per ep,Comedy,"Adult Cast, Crossdressing, Visual Arts",Josei,Brain's Base,"Dentsu, Genco, Kodansha, Fuji TV, TOHO, Asmik Ace, Sony Music Entertainment, Sakura Create, Fujipacific Music",Funimation
Detective Conan Movie 14: The Lost Ship in the Sky,8.11,35967,579.0,3197,63154,82,1.0,Movie,Manga,Finished Airing,,,G - All Ages,1 hr 42 min,"Action, Mystery",Detective,Shounen,"Tokyo Movie Shinsha, TMS Entertainment",Shogakukan-Shueisha Productions,
Future Boy Conan,8.11,18922,580.0,3336,58151,674,26.0,TV,Novel,Finished Airing,1978.0,spring,PG-13 - Teens 13 or older,29 min per ep,"Adventure, Drama, Sci-Fi",,,Nippon Animation,,GKIDS
One Piece: Episode of Nami - Tears of a Navigator and the Bonds of Friends,8.11,41215,580.0,2850,76720,88,1.0,TV Special,Manga,Finished Airing,,,PG-13 - Teens 13 or older,1 hr 46 min,"Action, Adventure, Fantasy",,Shounen,Toei Animation,Fuji TV,
The Disastrous Life of Saiki K.: Reawakened,8.11,153568,582.0,1136,251798,491,6.0,ONA,Manga,Finished Airing,,,PG-13 - Teens 13 or older,22 min per ep,Comedy,"Gag Humor, School, Super Power",Shounen,"J.C.Staff, Egg Firm",,
Saint Seiya: The Lost Canvas 2,8.11,48027,583.0,2755,81387,348,13.0,OVA,Manga,Finished Airing,,,PG-13 - Teens 13 or older,24 min per ep,"Action, Adventure, Fantasy","Historical, Mythology",Shounen,TMS Entertainment,Akita Shoten,Discotek Media
Throne of Seal,8.11,4145,584.0,6976,11207,169,26.0,ONA,Web novel,Finished Airing,,,PG-13 - Teens 13 or older,20 min per ep,"Action, Adventure, Fantasy",,,Shenman Entertainment,"Tencent Video, Xuanshi Tangmen, Tianshi Wenhua",
Food Wars! Shokugeki no Soma,8.11,1059425,584.0,72,1754692,23755,24.0,TV,Manga,Finished Airing,2015.0,spring,PG-13 - Teens 13 or older,25 min per ep,"Gourmet, Ecchi",School,Shounen,J.C.Staff,"Dentsu, Frontier Works, Mainichi Broadcasting System, Magic Capsule, Warner Bros. Japan, KlockWorx, Showgate, Shueisha, I Will",Sentai Filmworks
Secrets of the Silent Witch,8.11,113335,585.0,1249,227120,1922,13.0,TV,Light novel,Finished Airing,2025.0,summer,PG-13 - Teens 13 or older,24 min per ep,Fantasy,School,,Studio Gokumi,"Aniplex, Movic, Half H.P Studio, Tokyo MX, BS11, Cygames, Kadokawa",
Blue Lock,8.1,507532,587.0,230,910249,14597,24.0,TV,Manga,Finished Airing,2022.0,fall,PG-13 - Teens 13 or older,24 min per ep,Sports,Team Sports,Shounen,8bit,"TV Asahi, Lantis, Kodansha, Toy's Factory, Crunchyroll, Bandai Spirits, Bit grooove promotion, Bandai Namco Filmworks, Bandai Namco Music Live",
Tsurune - The Linking Shot -,8.11,21733,587.0,3023,69333,481,13.0,TV,Light novel,Finished Airing,2023.0,winter,PG-13 - Teens 13 or older,23 min per ep,Sports,School,,Kyoto Animation,"Lantis, Pony Canyon, Rakuonsha, ABC Animation, Heart Company, Bandai Namco Music Live",Sentai Filmworks
Buddy Daddies,8.1,164114,588.0,765,360908,3680,12.0,TV,Original,Finished Airing,2023.0,winter,PG-13 - Teens 13 or older,24 min per ep,"Action, Comedy","Childcare, Organized Crime",,P.A. Works,"Aniplex, Movic, Nitroplus, Tokyo MX, Nagoya Broadcasting Network, BS11, Bit grooove promotion",Crunchyroll
"Love, Chunibyo & Other Delusions!: Take On Me",8.1,164842,590.0,931,305127,1752,1.0,Movie,Light novel,Finished Airing,,,PG-13 - Teens 13 or older,1 hr 33 min,"Comedy, Drama, Romance",School,,Kyoto Animation,"Lantis, Pony Canyon, TBS",Sentai Filmworks
Girls und Panzer das Finale – Part 2,8.1,23195,591.0,3801,46406,120,1.0,Movie,Original,Finished Airing,,,PG-13 - Teens 13 or older,54 min,,"CGDCT, Military, School",,Actas,"Bandai Visual, Lantis, Movic, Q-Tec, Hakuhodo DY Music & Pictures",Sentai Filmworks
Mobile Suit Gundam 00,8.1,128046,592.0,1215,235434,4641,25.0,TV,Original,Finished Airing,2007.0,fall,R - 17+ (violence & profanity),24 min per ep,"Drama, Sci-Fi","Mecha, Military, Space",,Sunrise,"Sotsu, Asatsu DK, Mainichi Broadcasting System, Sony Music Entertainment","Nozomi Entertainment, Bandai Entertainment"
Ghost in the Shell: Stand Alone Complex - Solid State Society,8.1,50386,593.0,2275,108584,265,1.0,TV Special,Manga,Finished Airing,,,R - 17+ (violence & profanity),1 hr 48 min,"Award Winning, Mystery, Sci-Fi","Adult Cast, Detective, Mecha, Military",Seinen,Production I.G,"Bandai Visual, Dentsu, Victor Entertainment, Nippon Television Network, Fonishia","Bandai Entertainment, Manga Entertainment"
One Piece Film: Z,8.1,199289,594.0,898,317838,676,1.0,Movie,Manga,Finished Airing,,,PG-13 - Teens 13 or older,1 hr 47 min,"Action, Adventure, Fantasy",,Shounen,Toei Animation,Shueisha,Funimation
Serial Experiments Lain,8.1,360107,594.0,231,909231,33307,13.0,TV,Original,Finished Airing,1998.0,summer,R - 17+ (violence & profanity),23 min per ep,"Avant Garde, Award Winning, Drama, Mystery, Sci-Fi, Supernatural, Suspense",Psychological,,Triangle Staff,"Genco, Pioneer LDC",Funimation
Shangri-La Frontier,8.1,247542,595.0,556,475343,4206,25.0,TV,Manga,Finished Airing,2023.0,fall,PG-13 - Teens 13 or older,25 min per ep,"Action, Adventure, Fantasy",Video Game,Shounen,C2C,"Dentsu, Mainichi Broadcasting System, Kodansha, flying DOG, Sammy, Crunchyroll, Tencent Japan, Netmarble",
Skip and Loafer,8.1,162043,597.0,806,347963,4071,12.0,TV,Manga,Finished Airing,2023.0,spring,PG-13 - Teens 13 or older,23 min per ep,Drama,School,Seinen,P.A. Works,"Kodansha, Kansai TV, Crunchyroll, A-Sketch, DMM pictures, DMM Music, NetEase",
Spy x Family Code: White,8.1,122022,597.0,1112,255730,736,1.0,Movie,Manga,Finished Airing,,,PG-13 - Teens 13 or older,1 hr 50 min,"Action, Comedy","Childcare, Super Power",Shounen,"Wit Studio, CloverWorks","TV Tokyo, Shogakukan-Shueisha Productions, TOHO animation, Shueisha",Crunchyroll
Genshin Impact: The Song Burning in the Embers,8.1,3876,599.0,8256,7344,26,1.0,ONA,Game,Finished Airing,,,PG-13 - Teens 13 or older,7 min,"Action, Drama, Fantasy",,,,miHoYoAnime,
City The Animation,8.09,29257,599.0,2573,90432,736,13.0,TV,Manga,Finished Airing,2025.0,summer,PG-13 - Teens 13 or older,27 min per ep,Comedy,Gag Humor,Seinen,Kyoto Animation,"Pony Canyon, Kodansha, Rakuonsha, ABC Animation",
Detroit Metal City,8.09,113762,601.0,1262,225430,3351,12.0,OVA,Manga,Finished Airing,,,R - 17+ (violence & profanity),14 min per ep,Comedy,"Adult Cast, Gag Humor, Music, Parody, Showbiz",Seinen,Studio 4°C,"Sony Music Entertainment, Beyond C.",Sentai Filmworks
Durarara!!,8.09,692979,601.0,99,1497272,30504,24.0,TV,Light novel,Finished Airing,2010.0,winter,R - 17+ (violence & profanity),24 min per ep,"Action, Mystery, Supernatural",,,Brain's Base,"Aniplex, Square Enix, Mainichi Broadcasting System, Movic, ASCII Media Works",Aniplex of America
Silver Spoon,8.09,139109,603.0,907,314966,3084,11.0,TV,Manga,Finished Airing,2013.0,summer,PG-13 - Teens 13 or older,23 min per ep,Comedy,School,Shounen,A-1 Pictures,"Aniplex, Dentsu, Fuji TV, DAX Production, Kyoraku Industrial Holdings",Aniplex of America
Gintama: Jump Festa 2015 Special,8.09,17580,604.0,4239,37659,37,1.0,Special,Manga,Finished Airing,,,PG-13 - Teens 13 or older,12 min,"Action, Comedy","Gag Humor, Historical, Parody, Samurai",Shounen,Bandai Namco Pictures,"TV Tokyo, Dentsu",
Mobile Suit Gundam Unicorn,8.09,55109,606.0,2284,108031,1688,7.0,OVA,Novel,Finished Airing,,,PG-13 - Teens 13 or older,1 hr 2 min per ep,"Drama, Sci-Fi","Mecha, Military, Space",,Sunrise,"Bandai Visual, Kadokawa Shoten","Nozomi Entertainment, Bandai Entertainment, NYAV Post"
KonoSuba: God's Blessing on This Wonderful World!,8.09,1392439,606.0,38,2164356,47821,10.0,TV,Light novel,Finished Airing,2016.0,winter,PG-13 - Teens 13 or older,23 min per ep,"Adventure, Comedy, Fantasy","Isekai, Parody",,Studio Deen,"Half H.P Studio, Nippon Columbia, KlockWorx, Sony Music Communications, Toranoana, 81 Produce, Kadokawa Media House, Kadokawa","Discotek Media, Crunchyroll"
Kamisama Kiss OVA,8.09,77605,607.0,1794,150037,526,2.0,OVA,Manga,Finished Airing,,,PG-13 - Teens 13 or older,14 min per ep,"Comedy, Romance, Supernatural",Mythology,Shoujo,TMS Entertainment,,
Kuroko’s Basketball: It is the Best Present,8.09,62193,609.0,2151,118734,217,1.0,Special,Manga,Finished Airing,,,PG-13 - Teens 13 or older,23 min,Sports,"School, Team Sports",Shounen,Production I.G,"Bandai Visual, Nihon Ad Systems",
The Ancient Magus' Bride: Those Awaiting a Star,8.09,134608,609.0,943,299757,764,3.0,OVA,Manga,Finished Airing,,,PG-13 - Teens 13 or older,23 min per ep,"Drama, Fantasy",Urban Fantasy,Shounen,Wit Studio,"Production I.G, flying DOG",Crunchyroll
Ya Boy Kongming!,8.09,160962,609.0,857,332116,2618,12.0,TV,Web manga,Finished Airing,2022.0,spring,PG-13 - Teens 13 or older,23 min per ep,Comedy,"Adult Cast, Music, Reincarnation, Showbiz",,P.A. Works,"Mainichi Broadcasting System, Kodansha, Avex Pictures, DMM pictures, Bit grooove promotion",Sentai Filmworks
That Time I Got Reincarnated as a Slime Season 4,8.09,30269,610.0,1299,217635,1344,,TV,Manga,Currently Airing,2026.0,spring,PG-13 - Teens 13 or older,24 min,"Action, Comedy, Fantasy","Isekai, Reincarnation",Shounen,8bit,"Lantis, Kodansha, Magic Capsule, Nippon Television Network, BS11, Micro Magazine Publishing, Bandai Spirits, Sony Music Solutions, ADK Marketing Solutions, Bandai Namco Filmworks, Bandai Namco Music Live",
The Girl Who Leapt Through Time,8.09,478248,612.0,265,842384,6135,1.0,Movie,Novel,Finished Airing,,,G - All Ages,1 hr 38 min,"Award Winning, Drama, Romance, Sci-Fi","School, Time Travel",,Madhouse,"Kadokawa Shoten, Bandai, Memory-Tech, Happinet Pictures","Funimation, Bandai Entertainment, Kadokawa Pictures USA"
Azumanga Daioh: The Animation,8.08,185145,613.0,626,431274,9545,26.0,TV,4-koma manga,Finished Airing,2002.0,spring,PG-13 - Teens 13 or older,24 min per ep,Comedy,"CGDCT, Gag Humor, School",,J.C.Staff,"Genco, Lantis, Imagica, TV Tokyo Music, Cosmic Ray, King Records","ADV Films, Sentai Filmworks"
Slay The Gods,8.09,2264,613.0,8687,6480,95,15.0,ONA,Web novel,Finished Airing,,,PG-13 - Teens 13 or older,25 min per ep,"Action, Fantasy, Suspense",Psychological,,Shenman Entertainment,"Tencent Video, Tianshi Wenhua, Fanqie Animation & Comics",
City Hunter 2,8.08,12656,615.0,4594,31659,177,63.0,TV,Manga,Finished Airing,1988.0,spring,PG-13 - Teens 13 or older,25 min per ep,"Action, Comedy, Mystery",,Shounen,Sunrise,,"ADV Films, Discotek Media"
Fighting Spirit Special,8.08,36419,616.0,3183,63585,93,1.0,Special,Manga,Finished Airing,,,PG-13 - Teens 13 or older,23 min,Sports,Combat Sports,Shounen,Madhouse,VAP,"Discotek Media, Geneon Entertainment USA"
Hikaru no Go,8.08,66911,617.0,1786,150695,2592,75.0,TV,Manga,Finished Airing,2001.0,fall,PG-13 - Teens 13 or older,23 min per ep,"Comedy, Drama, Supernatural","School, Strategy Game",Shounen,Studio Pierrot,"TV Tokyo, Dentsu, Dream Force",VIZ Media
Hell's Paradise,8.08,536140,617.0,204,970403,10331,13.0,TV,Manga,Finished Airing,2023.0,spring,R - 17+ (violence & profanity),24 min per ep,"Action, Adventure, Supernatural","Gore, Historical, Samurai",Shounen,MAPPA,Twin Engine,Crunchyroll
Insomniacs After School,8.08,109884,619.0,1007,280207,2567,13.0,TV,Manga,Finished Airing,2023.0,spring,PG-13 - Teens 13 or older,23 min per ep,Romance,School,Seinen,LIDENFILMS,"TV Tokyo, Pony Canyon, Ultra Super Pictures, Shogakukan, MAGNET, CHOCOLATE",Sentai Filmworks
Kuroko's Basketball the Movie: Last Game,8.08,211645,620.0,790,351461,1133,1.0,Movie,Manga,Finished Airing,,,PG-13 - Teens 13 or older,1 hr 30 min,Sports,"School, Team Sports",Shounen,Production I.G,Bandai Visual,
Kyou kara Ore wa!!,8.08,12921,621.0,4088,40506,493,10.0,OVA,Manga,Finished Airing,,,R - 17+ (violence & profanity),43 min per ep,"Action, Comedy","Delinquents, School",Shounen,Studio Pierrot,,
Persona 3 the Movie: #4 Winter of Rebirth,8.08,41481,622.0,2662,86265,878,1.0,Movie,Game,Finished Airing,,,R - 17+ (violence & profanity),1 hr 45 min,"Action, Supernatural",Super Power,,A-1 Pictures,"Aniplex, Yomiko Advertising, Movic, Atlus, Hakuhodo DY Media Partners",
Tsubasa RESERVoir CHRoNiCLE: Spring Thunder Chronicle,8.08,31033,623.0,3121,65579,255,2.0,OVA,Manga,Finished Airing,,,R - 17+ (violence & profanity),28 min per ep,"Action, Adventure, Drama, Fantasy, Romance",,Shounen,Production I.G,Kodansha,Funimation
Tsukimonogatari,8.08,253197,624.0,603,446140,956,4.0,TV Special,Light novel,Finished Airing,,,R - 17+ (violence & profanity),26 min per ep,"Comedy, Mystery, Supernatural, Ecchi",Vampire,,Shaft,Aniplex,Aniplex of America
The Eccentric Family 2,8.08,27519,625.0,3021,69543,317,12.0,TV,Novel,Finished Airing,2017.0,spring,PG-13 - Teens 13 or older,23 min per ep,"Drama, Supernatural","Anthropomorphic, Mythology",,P.A. Works,"Lantis, Good Smile Company, Docomo Anime Store, Yomiuri TV Enterprise, DMM.com, Cygames",
Terror in Resonance,8.08,674348,626.0,125,1289042,23565,11.0,TV,Original,Finished Airing,2014.0,summer,R - 17+ (violence & profanity),22 min per ep,"Mystery, Suspense","Detective, Psychological",,MAPPA,"Aniplex, Dentsu, Fuji TV, Tohokushinsha Film Corporation, Kyoraku Industrial Holdings",Funimation
Assassination Classroom,8.07,1311532,627.0,32,2228804,31646,22.0,TV,Manga,Finished Airing,2015.0,winter,PG-13 - Teens 13 or older,23 min per ep,"Action, Comedy",School,Shounen,Lerche,"Dentsu, Studio Hibari, Fuji TV, DAX Production, BS Fuji, Avex Pictures, Shueisha",Funimation
Baccano! Specials,8.07,116589,628.0,1495,187495,310,3.0,Special,Light novel,Finished Airing,,,R - 17+ (violence & profanity),28 min per ep,"Action, Mystery, Supernatural","Adult Cast, Historical, Organized Crime",,Brain's Base,Aniplex,"Funimation, Aniplex of America"
Ave Mujica: The Die is Cast,8.07,15736,629.0,4238,37597,953,13.0,TV,Mixed media,Finished Airing,2025.0,winter,PG-13 - Teens 13 or older,23 min per ep,Drama,Music,,SANZIGEN,"Ultra Super Pictures, Bushiroad, Tokyo MX, Good Smile Company, Bushiroad Music, HoriPro International",
Legend of the Galactic Heroes: Overture to a New War,8.07,20199,630.0,4085,40525,57,1.0,Movie,Novel,Finished Airing,,,PG-13 - Teens 13 or older,1 hr 29 min,"Action, Drama, Sci-Fi","Adult Cast, Military, Space",,Kitty Film Mitaka Studio,"Kitty Films, Tokuma Shoten, Tokuma Japan Communications",
